name,id,url,description,employee_count,profiles_extracted,relevant_profiles,search_status
Dell,15088102,https://www.linkedin.com/search/results/companies/?keywords=Dell&sid=x5j,Technology drives human progress. This tenet is the core of our business and vision. Our customers and team members are integral to our continuing success as we provide the essential infrastructure for organizations to transform their digital futures.,10K+ employees,80,32,completed
Belkin,162683,https://www.linkedin.com/search/results/companies/?keywords=Belkin&sid=JyJ,"At Belkin, we believe that today can be extraordinary. Our products exist at the intersection of people and technology. Our human-centric designs empower individuals to get more out of their daily life. From our humble beginnings in Southern California to a diverse, global country in more than 50 c ... see more",1K-5K employees,7,3,completed
HP,1025,https://www.linkedin.com/search/results/companies/?keywords=HP&sid=Tvm,"Official LinkedIn of Hewlett Packard Enterprise, the global edge-to-cloud company. Sharing our passion and purpose through technology and innovation.",10K+ employees,80,37,completed
Acer,5110,https://www.linkedin.com/search/results/companies/?keywords=Acer&sid=~fb,"Founded in 1976, Acer is one of the world's top ICT companies with a presence in more than 160 countries. As Acer evolves with the industry and changing lifestyles, it is focused on enabling a world where hardware, software and services will fuse with one another, creating ecosystems and ... see more",5K-10K employees,8,5,completed
Digital Energy,79098033,https://www.linkedin.com/search/results/companies/?keywords=Digital%20Energy&sid=la*,"Kehua is committed to being a global practitioner in comprehensive smart energy services to facilitate a global energy revolution and carbon neutrality. KEHUA has diversified solutions and rich experience in PV, energy storage, charging piles, micro-grid, wind power, and multi-station integration. S ... see more",1K-5K employees,0,0,completed
Altec Lansing,162393,https://www.linkedin.com/search/results/companies/?keywords=Altec%20Lansing&sid=ETz,Music is a necessity. It's vital for your health and sanity. It's in your blood. It's in our blood. We exist for the passion of music. Altec Lansing has been bringing sound to life for more than 70 years: from Al Jolson to Woodstock to The Warped Tour. Whether you're listening to Lady Gaga or Led Ze ... see more,501-1K employees,0,0,completed
PIONEER,52770,https://www.linkedin.com/search/results/companies/?keywords=PIONEER&sid=!Ky,"Pioneer is a full-service financial institution serving individuals, businesses, and communities with twenty-two locations throughout New York’s Capital Region. Recognized as a “Best Places to Work” by the Albany Business Review seven years running, Pioneer delivers a world-class working env ... see more",201-500 employees,1,1,completed
Logitech,4328,https://www.linkedin.com/search/results/companies/?keywords=Logitech&sid=cAz,"At Logitech, our purpose is to extend human potential in work and play. We do this by designing software-enabled hardware solutions that drive superior performance when gaming and superior productivity while at work, all with maximum comfort, speed and accuracy. We enable creati ... see more",5K-10K employees,22,9,completed
OGIO,49686,https://www.linkedin.com/search/results/companies/?keywords=OGIO&sid=KxH,"There are hundreds of brands and thousands of products you could choose to use to help you with bringing your belongings from one location to another and back. But for those who live an active lifestyle and don’t just want to blend in with the crowd, who are unafraid of standing out, of expressin ... see more",51-200 employees,0,0,completed
Skar Audio,10787599,https://www.linkedin.com/search/results/companies/?keywords=Skar%20Audio&sid=~34,"Skar Audio was founded with the principle of designing and manufacturing the highest quality car audio products backed by world class customer support. We believe that our customers define who we are as a company, which is why we believe so strongly in putting them first. Founded in early 2012 ... see more",51-200 employees,0,0,completed
Canon,2253872,https://www.linkedin.com/search/results/companies/?keywords=Canon&sid=WRR,"Living and Working Together For The Common Good... - Kyosei Kyosei unites Canon and its employees in contributing to the prosperity of humanity and the protection of the world we share. As a leading provider of consumer, business-to-business, and industrial digital imaging solutions, our det ... see more",5K-10K employees,10,5,completed
TEAMGROUP,35644477,https://www.linkedin.com/search/results/companies/?keywords=TEAMGROUP&sid=zzp,.,51-200 employees,0,0,completed
CTA Digital,659129,https://www.linkedin.com/search/results/companies/?keywords=CTA%20Digital&sid=6dZ,"CTA is more than just hardware. For us, it’s about people. With a name trusted in the industry for over 20 years, we offer the largest selection of innovative tablet and computer hardware mounting solutions intelligently designed to help you bridge the gap between technology and the people who us ... see more",51-200 employees,0,0,completed
Aurum Cables,,,,,0,0,failed
BoxWave Corporation,,,,,0,0,failed
Ape Case,,,,,0,0,failed
iHome,,,,,0,0,failed
Audio-Technica,,,,,0,0,failed
Western Digital,,,,,0,0,failed
CalDigit,,,,,0,0,failed
Polaroid,,,,,0,0,failed
Audioengine,,,,,0,0,failed
Fossil,,,,,0,0,failed
SYLVANIA,,,,,0,0,failed
Facebook (Meta),,,,,0,0,failed
Cobra,,,,,0,0,failed
Razer,,,,,0,0,failed
Plantronics (now Poly),,,,,0,0,failed
DYMO,,,,,0,0,failed
Thermaltake,,,,,0,0,failed
CableCreation,,,,,0,0,failed
Amazfit,,,,,0,0,failed
Hoya,,,,,0,0,failed
adonit,,,,,0,0,failed
XP-PEN,,,,,0,0,failed
Native Union,,,,,0,0,failed
Manfrotto,,,,,0,0,failed
CoBak,,,,,0,0,failed
Rockville,,,,,0,0,failed
Cmple,,,,,0,0,failed
Planet Audio,,,,,0,0,failed
Fractal Design,,,,,0,0,failed
Targus,,,,,0,0,failed
LTGEM,,,,,0,0,failed
CableMod,,,,,0,0,failed
RCA,,,,,0,0,failed
weBoost,,,,,0,0,failed
CravenSpeed,,,,,0,0,failed
Monoprice,,,,,0,0,failed
ZAGG,,,,,0,0,failed
Kingston Technology,,,,,0,0,failed
Phanteks,,,,,0,0,failed
OLYMPUS,,,,,0,0,failed
Aluratek,,,,,0,0,failed
Verbatim,,,,,0,0,failed
Fantom Drives,,,,,0,0,failed
JVC,,,,,0,0,failed
Wacom,,,,,0,0,failed
RAM Mounts,,,,,0,0,failed
Antennas Direct,,,,,0,0,failed
Rockford Fosgate,,,,,0,0,failed
OSD Audio,,,,,0,0,failed
ASUS,,,,,0,0,failed
Breakthrough Photography,,,,,0,0,failed
Intel,,,,,0,0,failed
Timetec,,,,,0,0,failed
Speck,,,,,0,0,failed
Transcend,,,,,0,0,failed
Tivoli Audio,,,,,0,0,failed
Panasonic,,,,,0,0,failed
APC,,,,,0,0,failed
Shure,,,,,0,0,failed
Gigabyte,,,,,0,0,failed
Mediabridge,,,,,0,0,failed
Creative,,,,,0,0,failed
EVGA,,,,,0,0,failed
Sennheiser Consumer Audio,,,,,0,0,failed
Kensington,,,,,0,0,failed
IOGEAR,,,,,0,0,failed
ViewSonic,,,,,0,0,failed
Elite Screens,,,,,0,0,failed
Sigma,,,,,0,0,failed
BlueParrott,,,,,0,0,failed
Nanuk,,,,,0,0,failed
Motorola,,,,,0,0,failed
Energizer,,,,,0,0,failed
GoPro,,,,,0,0,failed
K&F Concept,,,,,0,0,failed
Tiffen,,,,,0,0,failed
Buffalo,,,,,0,0,failed
Nikon,,,,,0,0,failed
Altura Photo,,,,,0,0,failed
i-Blason,,,,,0,0,failed
Yamaha Audio,,,,,0,0,failed
Crucial,,,,,0,0,failed
Ultimate Ears,,,,,0,0,failed
Lenovo,,,,,0,0,failed
JBL,,,,,0,0,failed
Kingston,,,,,0,0,failed
Duracell,,,,,0,0,failed
B + W,,,,,0,0,failed
LaCie,,,,,0,0,failed
NETGEAR,,,,,0,0,failed
Lowepro,,,,,0,0,failed
Neewer,,,,,0,0,failed
Fujifilm,,,,,0,0,failed
ARCTIC,,,,,0,0,failed
THE CIMPLE CO,,,,,0,0,failed
J-Tech Digital,,,,,0,0,failed
Sonos,,,,,0,0,failed
Sewell,,,,,0,0,failed
Garmin,,,,,0,0,failed
