name,id,url,description,employee_count,profiles_extracted,relevant_profiles,search_status
Lutron,52132763,https://www.linkedin.com/search/results/companies/?keywords=Lutron&sid=T8K,"Lutron was formed in 1995 and has continued to trade due to our quality of installs and personal touch with our loyal customer base. We offer the design, installation and maintenance of high-end access control, gate automation, Cctv and satellite systems. We strive to offer our clients the latest ... see more",2-10 employees,0,0,completed
AquaDance,63043304,https://www.linkedin.com/search/results/companies/?keywords=AquaDance&sid=gPq,,11-50 employees,0,0,completed
Streamlight,149061,https://www.linkedin.com/search/results/companies/?keywords=Streamlight&sid=LMZ,"Streamlight is an ISO 9001:2015 certified company that designs, manufactures, and markets a variety of portable lighting products. This includes a broad range of miniature, rechargeable and standard battery, precision-engineered flashlights and lanterns for professional fire fighting, law enforcement, ... see more",201-500 employees,2,2,completed
Leviton,12518,https://www.linkedin.com/search/results/companies/?keywords=Leviton&sid=IP5,"Leviton is a global leader in electrical wiring devices, lighting energy management solutions, networking solutions, security and home automation and commercial data infrastructure products. Leviton offers a product line that includes more than 25,000 devices for virtually every conceivable residenti ... see more",5K-10K employees,12,6,completed
Simple Designs,88008254,https://www.linkedin.com/search/results/companies/?keywords=Simple%20Designs&sid=KX%3B,"We are the most prominent web designing company in Pineville, NC when it comes to creating and building web pages. Our team of professional web designers has the relevant knowledge and expertise to create a brand-new website or simply update the design and layout of the existing pages. ... see more",11-50 employees,0,0,completed
Brita,67107,https://www.linkedin.com/search/results/companies/?keywords=Brita&sid=sVX,"About the BRITA Group With total sales of 691 million euros in fiscal year 2023 and 2,314 employees worldwide at the end of 2023 (including 1,216 in Germany), the BRITA Group is one of the leading companies in drinking water optimization. Its long-established brand BRITA holds a top posit ... see more",1K-5K employees,0,0,completed
Mechanix Wear,131342,https://www.linkedin.com/search/results/companies/?keywords=Mechanix%20Wear&sid=0%3Aj,"At Mechanix Wear we tailor our business to yours. That’s why we operate with three divisions, each dedicated to the unique market demands. Our commercial/industrial division serves workers and businesses with the support of distribution partners. Across the globe, we work with distribu ... see more",51-200 employees,0,0,completed
Nordic Pure,3531037,https://www.linkedin.com/search/results/companies/?keywords=Nordic%20Pure&sid=Y%2C),"We manufacture home AC and furnace air filters for retail and wholesale. We are made in the USA and always offer free shipping! With every size and filtration (Merv) rating, we are sure to have what you need and for a great price! Head on over to our website to look at all we have to offer or call ... see more",11-50 employees,0,0,completed
MagLite,4027566,https://www.linkedin.com/search/results/companies/?keywords=MagLite&sid=Xi5,"World-renowned Mag Instrument® is known for its cutting-edge engineering, extreme reliability and smooth functionality of products manufactured in Ontario, California. Maglite® flashlights have long been valued by public safety professionals, rescue workers and members of the military who ... see more",201-500 employees,1,0,completed
LEDVANCE,7931748,https://www.linkedin.com/search/results/companies/?keywords=LEDVANCE&sid=FLs,LEDVANCE is one of the world's leading companies in the field of general lighting for professional customers and end users and is expanding into the renewable energy solutions business. We are proud of our internationality with subsidiaries in more than 50 countries and business activities in 1 ... see more,1K-5K employees,2,1,completed
3M,1864,https://www.linkedin.com/search/results/companies/?keywords=3M&sid=HT4,"3M touches virtually every part of your life. Our people and technology make the impossible, possible. Every day we apply our science to enhance people’s lives. This is 3M Science. Applied to Life.™",10K+ employees,80,24,completed
Waste King,1900616,https://www.linkedin.com/search/results/companies/?keywords=Waste%20King&sid=!Zh,"Waste King specialises in a wide range of waste collection and recycling services for both domestic and commercial customers, including; house, garden and garage clearance, shop clearance and refurbishments, WEEE (waste electrical & electronic equipment) collections, office clearanc ... see more",2-10 employees,0,0,completed
Mayfair,89545572,https://www.linkedin.com/search/results/companies/?keywords=Mayfair&sid=rmB,"Mayfair helps you keep the cash your business needs for everyday operations and earn up to 5.02% APY on the rest. No maturity dates, lockup periods, or market risk. Plus, get up to $50m in FDIC insurance.* With decades of experience in accounting, finance and tech, Mayfair is the cash manageme ... see more",11-50 employees,0,0,completed
J5 Tactical,128713,https://www.linkedin.com/search/results/companies/?keywords=J5%20Tactical&sid=sEl,"For over 25 years, Tactical Electronics has been a trusted partner in providing advanced technology, training, and solutions to elite military and law enforcement agencies worldwide. We specialize in developing cutting-edge tactical camera systems, specialized EOD tools, R&D services, cust ... see more",51-200 employees,0,0,completed
Pyramex Safety,1835802,https://www.linkedin.com/search/results/companies/?keywords=Pyramex%20Safety&sid=1J.,"You know the job. We know the protection. Pyramex is a family-owned provider of high-quality personal protective equipment (PPE) with over 3,500 distributors in 65 countries. For over 30 years, we have delivered innovative and stylish product lines, exceptional attention to service, and a mindse ... see more",201-500 employees,0,0,completed
mDesign,154190,https://www.linkedin.com/search/results/companies/?keywords=mDesign&sid=ZnG,"As a pioneer and innovative company in contemporary architecture, urban design and landscape architecture, MDesign offers you its experience and expertise with its creative and talented team. MDesign, aiming to provide creative and unique ideas with its young dynamic design team a ... see more",2-10 employees,0,0,completed
Ergodyne,142171,https://www.linkedin.com/search/results/companies/?keywords=Ergodyne&sid=uxd,"Since 1983, Ergodyne has pioneered the development of products that Make The Workplace A Betterplace™. What started with just one product has grown into a line of top flight, battle-tested, Tenacious Work Gear®; all precision crafted to provide protection, promote prevention and ... see more",51-200 employees,1,0,completed
Kraus,75231,https://www.linkedin.com/search/results/companies/?keywords=Kraus&sid=WqH,"Founded in 1897, Kraus-Anderson is an integrated construction management and real estate enterprise working independently and in collaboration with a family of companies including insurance and financing operations. Kraus-Anderson, an EEO/AA employer, is headquartered in Minneapolis, MN with ... see more",501-1K employees,0,0,completed
Kwikset,18081662,https://www.linkedin.com/search/results/companies/?keywords=Kwikset&sid=%2C3_,"Kwikset is the leading residential lock manufacturer, making homeowners feel safe since 1946. Kwikset works hard to understand the world you live in, so that we can do everything we can to protect it. The company’s unwavering commitment to meeting homeowners’ needs has inspired its innovati ... see more",10K+ employees,0,0,completed
SparkPod,53375159,https://www.linkedin.com/search/results/companies/?keywords=SparkPod&sid=-Ry,SparkPod is on a mission to own the showerhead industry by creating showerheads that transform the shower experience. Our objective is clear: we want to bring the highest value with every showerhead we bring to the market.,2-10 employees,0,0,completed
SnapPower,3815103,https://www.linkedin.com/search/results/companies/?keywords=SnapPower&sid=j01,At SnapPower we design innovative products that illuminate your life and make your home or office more beautiful. With our patented power extraction technology we have transformed the standard outlet cover found in homes into a powerful array of products. Our SnapPower Guidelight is an LED nigh ... see more,11-50 employees,0,0,completed
WEN,15201,https://www.linkedin.com/search/results/companies/?keywords=WEN&sid=d~5,"JELD-WEN is a leading global designer, manufacturer and distributor of high-performance interior and exterior doors, windows, and related building products serving the new construction and repair and remodeling sectors. Headquartered in Charlotte, N.C., the company operates facilities in 16 ... see more",10K+ employees,9,5,completed
Decor Grates,2847435,https://www.linkedin.com/search/results/companies/?keywords=Decor%20Grates&sid=t-%3A,"Decor Grates has built a reputation offering high quality decorative and functional vents, registers and grilles that can be used in the floor, wall or ceiling. Offering exceptional value, Decor Grates’ floor registers are produced in a multitude of styles including Victorian Scroll, Gothic, Art Deco, C ... see more",11-50 employees,0,0,completed
Master Lock,164870,https://www.linkedin.com/search/results/companies/?keywords=Master%20Lock&sid=YUz,"For over 100 years, The Master Lock Company has been recognized around the world as the authentic, enduring name in padlocks and security products. The Master Lock Company offers a broad range of innovative security, safes and safety solutions for consumer, commercial, and industrial end- ... see more",1K-5K employees,2,1,completed
Aqua Elegante,64524061,https://www.linkedin.com/search/results/companies/?keywords=Aqua%20Elegante&sid=rPL,,2-10 employees,0,0,completed
Bemis,17427,https://www.linkedin.com/search/results/companies/?keywords=Bemis&sid=z6s,"We are now part of Amcor. Two great histories: One GREAT Future. Amcor is a global leader in developing and producing responsible packaging for food, beverage, pharmaceutical, medical, home- and personal-care, and other products. Amcor works with leading companies around the w ... see more",10K+ employees,2,2,completed
Danco,29214437,https://www.linkedin.com/search/results/companies/?keywords=Danco&sid=X%3A9,"Danco is one of the largest plumbing repair, replacement, and remodel suppliers in the home improvement industry. We focus largely on empowering ‘Do-It-Yourself’ consumers with plumbing solutions that are as practical as they are affordable, giving your home a more fresh appeal a ... see more",201-500 employees,0,0,completed
Brilliant Evolution,6860369,https://www.linkedin.com/search/results/companies/?keywords=Brilliant%20Evolution&sid=mUp,"Brilliant Link is a full-service Sage 200 Evolution and Sage Intacct accounting and payroll software provider. Not only do we implement, consult and support the accounting, payroll and CRM systems within the Sage stable of products but we are also specialists in the development of third-pa ... see more",11-50 employees,0,0,completed
SGT KNOTS,2194565,https://www.linkedin.com/search/results/companies/?keywords=SGT%20KNOTS&sid=~TF,"SGT KNOTS, under the leadership of Founder Mike Shelley, a United States Marine Corps veteran, has evolved into a premier provider of top-quality rope and cordage products at competitive prices. Initially focusing on the paracord market, SGT KNOTS expanded its range to include twine, string, a ... see more",11-50 employees,0,0,completed
Akro-Mils,776011,https://www.linkedin.com/search/results/companies/?keywords=Akro-Mils&sid=xqm,"Akro-Mils products handle your toughest challenges! Our industry-leading line of plastic and metal storage, organization, transport and material handling products are designed for industrial, medical, retail and home settings.",201-500 employees,0,0,completed
IRON FORGE CABLE,5499173,https://www.linkedin.com/search/results/companies/?keywords=IRON%20FORGE%20CABLE&sid=pfh,"Architectural Iron Designs, Inc. is a nationwide supplier of quality architectural metals and decorative iron components for various applications including wrought iron railings, driveway gates, garden gates, wrought iron fences, window guards, wrought iron furniture and anything you can imagine wi ... see more",11-50 employees,0,0,completed
Krylon,2842949,https://www.linkedin.com/search/results/companies/?keywords=Krylon&sid=RKp,"Krylon® Industrial is the undisputed global leader of high performance paints and coatings and the world's largest manufacturer of durable aerosol paints. Designed for the harshest industrial environments, our comprehensive line features: • Industry-leading marking paints for utility l ... see more",1K-5K employees,0,0,completed
Amerock,6472500,https://www.linkedin.com/search/results/companies/?keywords=Amerock&sid=DOt,"Since 1928, Amerock’s award-winning decorative hardware solutions have built the company’s reputation for chic design accessories that inspire homeowners to express their personal style. Marrying the perfect blend of beauty and function, Amerock's cabinet hardware, bath accessories, de ... see more",201-500 employees,0,0,completed
General Finishes,3338439,https://www.linkedin.com/search/results/companies/?keywords=General%20Finishes&sid=XLY,General Finishes was founded in 1928 by a Milwaukee lumber company to make finishes for their cabinet-shop customers. For 25 years General Finishes has devoted itself to engineering the best water based stains and finishes available. Our dedication to this task has placed us as the premier ... see more,11-50 employees,0,0,completed
PUR,1296519,https://www.linkedin.com/search/results/companies/?keywords=PUR&sid=0ke,"Since 2008, PUR has pioneered climate and nature interventions within value chains, earning recognition as a certified B Corp and a global leader in nature-based solutions. We specialize in empowering local communities to implement long-term socio-environmental projects, such as agroforestry, la ... see more",201-500 employees,0,0,completed
Berry Ave,55021297,https://www.linkedin.com/search/results/companies/?keywords=Berry%20Ave&sid=3N9,,2-10 employees,0,0,completed
Minwax,15750793,https://www.linkedin.com/search/results/companies/?keywords=Minwax&sid=uFh,,2-10 employees,0,0,completed
FIRST ALERT,1251302,https://www.linkedin.com/search/results/companies/?keywords=FIRST%20ALERT&sid=EKY,"At First Alert, we don’t reinvent things – we pioneer. We offer the experience and knowledge of 60 years of history, while operating with the open, ideas-driven culture of a startup. With a smart leadership team that invests time and resources in developing creative solutions to today’s “plugged-in” con ... see more",201-500 employees,3,1,completed
GEARWRENCH,72187232,https://www.linkedin.com/search/results/companies/?keywords=GEARWRENCH&sid=Z.*,"Since its revolutionary inception in the mid 1990's, GEARWRENCH has proven itself to be a force to be reckoned with in the tool industry. The original GEARWRENCH ratcheting wrench is now a tool box necessity for almost every professional tool user. Scores of innovative products, designed to ... see more",5K-10K employees,0,0,completed
TCP Global,1567400,https://www.linkedin.com/search/results/companies/?keywords=TCP%20Global&sid=70-,"TCP Global began specializing in paint and restoration, working with major brands and industries. We have since grown into a consumer goods leader with a product portfolio that spans over 20 unique brands. As TCP Global continues to grow, we strive to provide the best customer experienc ... see more",51-200 employees,0,0,completed
Aerostar,761121,https://www.linkedin.com/search/results/companies/?keywords=Aerostar&sid=.Q%2C,"Dedicated to connecting, protecting, and saving lives through its work as an Aerospace & Defense provider, Aerostar’s core product offerings include stratospheric platforms, radar and perception sensors, technical services, and protective wear. From engineering services to mission plann ... see more",201-500 employees,1,1,completed
Kotap,33091435,https://www.linkedin.com/search/results/companies/?keywords=Kotap&sid=_oF,,2-10 employees,0,0,completed
Hydroluxe,104813605,https://www.linkedin.com/search/results/companies/?keywords=Hydroluxe&sid=YCO,"Crafted with pride in Australia and celebrated globally, HydroLuxe stands as a beacon of innovation in water ionization technology. Katrina, a devoted mother and an avid advocate for holistic health, founded HydroLuxe driven by a powerful revelation: the transformative impact of pure, energized wat ... see more",2-10 employees,0,0,completed
HVAC Premium,65837307,https://www.linkedin.com/search/results/companies/?keywords=HVAC%20Premium&sid=KNd,"We're proud to offer the largest selection of HVAC vents, components, and accessories in North America. Call 1-888-404-HVAC or visit our website to start your project today!",2-10 employees,0,0,completed
ENERLITES,251183,https://www.linkedin.com/search/results/companies/?keywords=ENERLITES&sid=w5p,"Enerlites, Inc. is a leading supplier of lighting controls and wiring devices with 20+ years of experience in design and manufacturing. We are committed to acting as a resource in developing sustainable lighting controls and innovative wiring devices for electrical distributors, contractors, and builders. E ... see more",201-500 employees,0,0,completed
Design House,425368,https://www.linkedin.com/search/results/companies/?keywords=Design%20House&sid=XA),"Founded in 1872 and based in Wisconsin, Design House® provides a variety of home products to create living spaces you’ll love at prices you’ll appreciate. We offer products for every room at an affordable price, because we believe that upgrading your home shouldn’t break the bank.",51-200 employees,0,0,completed
Globe Electric,82132,https://www.linkedin.com/search/results/companies/?keywords=Globe%20Electric&sid=w%40_,"GLOBE – The Creative Energy Company - La compagnie d’énergie créative We are a dynamic and creative group of individuals working together in the design, development and manufacture of innovative lighting, electrical, and smart products. In our uniquely open studio environment, we aim to i ... see more",51-200 employees,0,0,completed
Ironclad,7587729,https://www.linkedin.com/search/results/companies/?keywords=Ironclad&sid=U0j,"Ironclad is the #1 contract lifecycle management platform for innovative companies, powering billions of contracts every year. L'Oréal, Salesforce, OpenAI and other leading innovators use Ironclad to collaborate and negotiate on contracts, accelerate contracting while maintaining compliance ... see more",501-1K employees,23,9,completed
ARES,24150,https://www.linkedin.com/search/results/companies/?keywords=ARES&sid=m4),"Ares Management Corporation (NYSE: ARES) is a leading global alternative investment manager offering clients complementary primary and secondary investment solutions across the credit, private equity, real estate and infrastructure asset classes. We seek to provide flexible capital to support busine ... see more",1K-5K employees,20,9,completed
Superior Pump,96218871,https://www.linkedin.com/search/results/companies/?keywords=Superior%20Pump&sid=mVu,"Welcome to Superior Pump and Motor, LLC., where our unwavering commitment to workmanship and customer service has established us as the premier provider of system services in New York. As the top choice for businesses across the city, we take pride in offering 24/7 emergency solutions an ... see more",11-50 employees,0,0,completed
G & F Products,29216003,https://www.linkedin.com/search/results/companies/?keywords=G%20&sid=10X,test,1K-5K employees,0,0,completed
ZeroWater,10916249,https://www.linkedin.com/search/results/companies/?keywords=ZeroWater&sid=r7%3B,"Five-stage filtration certified to reduce lead, total PFAS (forever chemicals) and pharmaceuticals for cleaner, safer water.",11-50 employees,0,0,completed
Maximm,85419485,https://www.linkedin.com/search/results/companies/?keywords=Maximm&sid=7q5,"Maximm Cable is your go-to destination for all your connectivity needs. We offer a wide range of high-quality cables, including our innovative 360° Rotating Flat Plug Extension Cord line. With millions sold in the last 3 years and over 45,000 5-star reviews, our products have gained widesprea ... see more",11-50 employees,0,0,completed
d-c-fix,60533283,https://www.linkedin.com/search/results/companies/?keywords=d-c-fix&sid=IZD,,2-10 employees,0,0,completed
Freud,1055667,https://www.linkedin.com/search/results/companies/?keywords=Freud&sid=aD.,"We're a mental health charity and we’ve been supporting children and young people for over 70 years. We listen to and learn from their diverse voices, and integrate this with learnings from our science and practice to develop and deliver mental health care. This holistic approach has world-changin ... see more",201-500 employees,0,0,completed
Rubbermaid,165795,https://www.linkedin.com/search/results/companies/?keywords=Rubbermaid&sid=%3ABN,"About Rubbermaid Commercial Products, LLC Rubbermaid Commercial Products, headquartered in Huntersville, N.C., is a manufacturer of innovative, solution-based products for commercial and institutional markets worldwide. Since 1968, RCP has pioneered technologies and system so ... see more",10K+ employees,0,0,completed
Speakman,1102242,https://www.linkedin.com/search/results/companies/?keywords=Speakman&sid=y7n,"For more than 150 years, Speakman has been manufacturing fashion plumbing and safety showers for the hospitality, multi-family, residential and healthcare industries. Now part of Marcone Plumbing, Speakman continues to be known for exceptional quality and innovative performance, with a ... see more",51-200 employees,0,0,completed
Great Eagle Lighting Corp,7073335,https://www.linkedin.com/search/results/companies/?keywords=Great%20Eagle%20Lighting%20Corp&sid=l8E,,2-10 employees,0,0,completed
Novelty Lights,59676977,https://www.linkedin.com/search/results/companies/?keywords=Novelty%20Lights&sid=TLL,"Novelty Lights, is a retail and wholesale lighting company! We offer lighting suitable for seasonal decor & events. Come browse through our thousands of products and place an order today!",11-50 employees,0,0,completed
Performance Tool,1621221,https://www.linkedin.com/search/results/companies/?keywords=Performance%20Tool&sid=Q)D,"Your Leading Tooling Solutions Provider Performance Tool & Die gives you honest pricing and quality tooling built specific to your needs. Our on-site team of creative tool designers, die makers, and CNC and EDM operators constantly work to find the most efficient and cost-effective way to prod ... see more",51-200 employees,0,0,completed
GE Lighting,2489209,https://www.linkedin.com/search/results/companies/?keywords=GE%20Lighting&sid=74I,"We’ve introduced new ages of lighting for over 130 years. Now, GE Lighting, a Savant Company, has never been stronger or brighter. We’ve embraced the mission to provide the best experience in home automation. We continue to see innovative ways light can do even more for you—from creati ... see more",501-1K employees,1,1,completed
Super Sliders,85374982,https://www.linkedin.com/search/results/companies/?keywords=Super%20Sliders&sid=Pa-,"The Super Sliders programme seeks to offer young people the opportunity to develop life skills for personal performance through experiential learning, participating in the sports of bobsleigh and skeleton. We provide life skills workshops (SMART SPEED) led by Ice Sports Foundation Su ... see more",2-10 employees,0,0,completed
IRWIN,82924,https://www.linkedin.com/search/results/companies/?keywords=IRWIN&sid=Ygp,"At Irwin, we don’t just make seating, we make experiences. As a leading manufacturer of fixed and telescopic seating products. Every project – from a school auditorium to Carnegie Hall – is an opportunity for something special. We work synergistically with each customer to offer indu ... see more",201-500 employees,1,0,completed
Nuvo,82490513,https://www.linkedin.com/search/results/companies/?keywords=Nuvo&sid=j*i,"Onboard customers through configurable, high-converting branded experiences that accelerate credit approvals, unlock revenue, and reduce fraud. Nuvo replaces manual forms with AI-powered application flows, real-time business and principal identity verification, and embedded credit insights—e ... see more",11-50 employees,8,2,completed
Westinghouse Lighting,1357117,https://www.linkedin.com/search/results/companies/?keywords=Westinghouse%20Lighting&sid=%2CtZ,"Westinghouse Lighting is a family-owned lighting company based in Philadelphia. Founded in 1946 by Romolo and Stanley Angelo as Angelo Brothers, we rebranded as Westinghouse Lighting in 2003 through a licensing agreement with Westinghouse Electric Corporation. This partnership has ... see more",51-200 employees,0,0,completed
RoomMates,105245828,https://www.linkedin.com/search/results/companies/?keywords=RoomMates&sid=wCf,"Roommates, Inc. has been a trusted name in the apparel industry since 2001, supplying stylish, affordable fashion to some of the nation’s largest retailers. With over two decades of experience, we have built a reputation for delivering high-quality, trend-forward clothing that resonates with ... see more",11-50 employees,1,1,completed
Gibraltar Mailboxes,1487083,https://www.linkedin.com/search/results/companies/?keywords=Gibraltar%20Mailboxes&sid=L%40d,"Mail Boxes Etc. es hoy la mayor red en el mundo de franquicias en servicios postales, de comunicación y apoyo a las actividades de empresas o de particulares. Cuenta actualmente con más de 6.000 centros repartidos en más de 40 países de los cinco continentes. Actualmente en España hay mas d ... see more",501-1K employees,0,0,completed
Power Practical,15581483,https://www.linkedin.com/search/results/companies/?keywords=Power%20Practical&sid=NAd,,2-10 employees,0,0,completed
KNIPEX,401054,https://www.linkedin.com/search/results/companies/?keywords=KNIPEX&sid=Njs,"For over 140 years and four generations, we have been working passionately on being the best manufacturer of pliers for our customers and users – with a clear focus, high demands and a constant flow of new ideas. Throughout the world, our brand enjoys a great deal of trust, and we aim t ... see more",1K-5K employees,0,0,completed
Kidde,42444,https://www.linkedin.com/search/results/companies/?keywords=Kidde&sid=Ji*,"Founded by Walter Kidde, a pioneer in early smoke detection and fire suppression, Kidde is a leading manufacturer of fire safety products. Each day, we work to expand upon our legacy of innovation, providing advanced solutions to protect people and property from fire and related hazards. ... see more",201-500 employees,0,0,completed
Klein Tools,28810,https://www.linkedin.com/search/results/companies/?keywords=Klein%20Tools&sid=.bP,"At Klein Tools, our dedication to quality and a customer-centric approach has established us as a leader for trade professionals seeking cutting-edge products and solutions they need to reach new heights of performance and safety. With a history dating back to 1857, we continue to be a dynamic a ... see more",1K-5K employees,19,12,completed
Elegant Designs,953735,https://www.linkedin.com/search/results/companies/?keywords=Elegant%20Designs&sid=af_,,2-10 employees,0,0,completed
SOFTTOUCH,9437713,https://www.linkedin.com/search/results/companies/?keywords=SOFTTOUCH&sid=Q.J,"SoftTouch helpt modezaken al 26 jaar groeien door middel van toegepaste software. Via onze kassasystemen ondersteunen wij retailers bij het optimaliseren van hun stock, het opbouwen van klantenrelaties en het vergroten van online verkoop door middel van een verbeterd inzicht in ... see more",11-50 employees,0,0,completed
Craftsman,10999447,https://www.linkedin.com/search/results/companies/?keywords=Craftsman&sid=fg5,"CRAFTSMAN+ is a creative technology company that empowers marketers and brands to achieve massive creative wins. Our sophisticated platform enables partners to quickly iterate their content to drive scale and efficiency, while our agency work blends mixtures of ideas and craft wrappe ... see more",11-50 employees,0,0,completed
Lithonia Lighting,7173,https://www.linkedin.com/search/results/companies/?keywords=Lithonia%20Lighting&sid=R%3AN,"Lithonia Lighting, an Acuity Brands Company, has delivered the Best Value in Lighting® for more than 75 years, providing the industry’s broadest line of commercial, industrial, institutional and residential fixtures. Our products have always been known for quality, reliability and solid performance ... see more",1K-5K employees,0,0,completed
Custom Leathercraft,57294363,https://www.linkedin.com/search/results/companies/?keywords=Custom%20Leathercraft&sid=!Y~,,51-200 employees,0,0,completed
Kingston Brass,1996472,https://www.linkedin.com/search/results/companies/?keywords=Kingston%20Brass&sid=UY(,"Kingston Brass was established in May of 1998 by a group of committed industry professionals specializing in top-notch products for the plumbing/kitchen and bath community. Kingston Brass'​corporate mission is to provide excellence in quality, value and service. Our focus is to beco ... see more",51-200 employees,0,0,completed
EPAuto,9341384,https://www.linkedin.com/search/results/companies/?keywords=EPAuto&sid=wvt,"Epauto Consultores ofrece diferentes soluciones para pymes mediante un equipo de colaboradores y especialistas en diversas áreas: -Búsqueda de financiación empresarial: (Financiación Bancaria, Pública y Privada) - IT: Diseño web , Landing, Microsite etc. y programas específicos de gestión. -Di ... see more",0-1 employees,0,0,completed
PHILIPS,1090,https://www.linkedin.com/search/results/companies/?keywords=PHILIPS&sid=f6.,"Over the past decade we have transformed into a focused leader in health technology. At Philips, our purpose is to improve people’s health and well-being through meaningful innovation. We aim to improve 2.5 billion lives per year by 2030, including 400 million in underserved communities. We se ... see more",10K+ employees,80,36,completed
Hotel Spa,124575,https://www.linkedin.com/search/results/companies/?keywords=Hotel%20Spa&sid=.J7,"A tropical escape amidst the hustle and bustle of Miami Beach, The Palms Hotel & Spa offers genuine service and laid-back sophistication in the heart of the Magic City. Inspired by nature, the oceanfront resort employs a unique emphasis on health and total wellness, with green practices and en ... see more",201-500 employees,0,0,completed
